Game #,Day,Date,Start,End,Home Team,Away Team,Arena,Division,Flight,Competition,Association,Notes
PP9711,Saturday,2016-02-20,08:30:00,09:45:00,Vancouver Girls Peewee C2,Tri Cities Female Peewee C2,Killarney Community Centre,Peewee,Red Group,Playoffs C Leagues,Vancouver Girls,
AP9804,Saturday,2016-02-20,08:45:00,10:00:00,Abbotsford Female Atom C2,Vancouver Girls Atom C1,Abbotsford Recreation Centre,Atom,Red Group,Playoffs C Leagues,Abbotsford Female,
AP9204,Saturday,2016-02-20,09:15:00,10:30:00,North Shore Winter Club Female Atom C1,Abbotsford Female Atom C1,North Shore Winter Club,Atom,Blue Group,Playoffs C Leagues,North Shore Winter Club,
AP9402,Saturday,2016-02-20,09:30:00,10:45:00,Richmond Female Atom C2,North Shore Female Atom C2,Richmond Ice Centre Coliseum,Atom,Purple Group,Playoffs C Leagues,Richmond Female,
AP9605,Saturday,2016-02-20,11:15:00,12:30:00,Langley Girls Atom C2,South Delta Female Atom C1,Langley Sportsplex 4,Atom,Orange Group,Playoffs C Leagues,Langley Girls,
PP9510,Saturday,2016-02-20,11:30:00,12:45:00,Abbotsford Female Peewee C1,Burnaby Female Peewee C1,Abbotsford Recreation Centre,Peewee,Blue Group,Playoffs C Leagues,Abbotsford Female,
PP9712,Saturday,2016-02-20,13:15:00,14:30:00,Richmond Female Peewee C2,Meadow Ridge Female Peewee C2,Richmond Ice Centre Pond,Peewee,Red Group,Playoffs C Leagues,Richmond Female,
MP9612,Saturday,2016-02-20,16:00:00,17:30:00,Surrey Female Midget C2,Vancouver Girls Midget C2,Surrey Sport & Leisure Centre Arena 3 Green,Midget,Purple Group,Playoffs C Leagues,Surrey Female,
MP9613,Saturday,2016-02-20,16:45:00,18:15:00,Langley Girls Midget C1,Vancouver Girls Midget C1,George Preston Recreation Centre,Midget,Purple Group,Playoffs C Leagues,Langley Girls,
BP9507,Saturday,2016-02-20,17:45:00,19:00:00,Abbotsford Female Bantam C1,Western Washington Female Bantam C1,Matsqui Recreation Centre,Bantam,Blue Group,Playoffs C Leagues,Abbotsford Female,
BP9708,Saturday,2016-02-20,19:15:00,20:30:00,Tri Cities Female Bantam C2,Vancouver Girls Bantam C1,Port Moody 2,Bantam,Red Group,Playoffs C Leagues,Tri Cities Female,
BP9308,Saturday,2016-02-20,19:45:00,21:00:00,Meadow Ridge Female Bantam C1,North Shore Female Bantam C1,Pitt Meadows Arena Fiat Red,Bantam,Black Group,Playoffs C Leagues,Meadow Ridge Female,
PP9310,Sunday,2016-02-21,08:00:00,09:15:00,Richmond Female Peewee C1,South Delta Female Peewee C1,Richmond Ice Centre Coliseum,Peewee,Black Group,Playoffs C Leagues,Richmond Female,
PP9508,Sunday,2016-02-21,09:00:00,10:15:00,Surrey Female Peewee C1,Langley Girls Peewee C1,Surrey Sport & Leisure Centre Arena 3 Green,Peewee,Blue Group,Playoffs C Leagues,Surrey Female,
BP9709,Sunday,2016-02-21,10:30:00,11:45:00,Surrey Female Bantam C1,Tri Cities Female Bantam C2,Surrey Sport & Leisure Centre Arena 3 Green,Bantam,Red Group,Playoffs C Leagues,Surrey Female,
MP9614,Sunday,2016-02-21,11:30:00,12:45:00,North Shore Female Midget C2,Surrey Female Midget C2,Ice Sports North Shore 2 Blue,Midget,Purple Group,Playoffs C Leagues,North Shore Female,
BP9707,Sunday,2016-02-21,12:45:00,14:00:00,Vancouver Girls Bantam C1,North Shore Female Bantam C2,Richmond Olympic Oval North,Bantam,Red Group,Playoffs C Leagues,Vancouver Girls,
PP9713,Sunday,2016-02-21,12:45:00,14:00:00,North Shore Female Peewee C2,Vancouver Girls Peewee C2,Ice Sports North Shore 3 Green,Peewee,Red Group,Playoffs C Leagues,North Shore Female,
BP9309,Sunday,2016-02-21,13:00:00,14:15:00,North Shore Female Bantam C1,Tri Cities Female Bantam C1,Ice Sports North Shore 2 Blue,Bantam,Black Group,Playoffs C Leagues,North Shore Female,
BP9508,Sunday,2016-02-21,14:30:00,16:00:00,Langley Girls Bantam C1,Abbotsford Female Bantam C1,Langley Twin Rinks 2,Bantam,Blue Group,Playoffs C Leagues,Langley Girls,
MP9209,Sunday,2016-02-21,14:30:00,16:00:00,Surrey Female Midget C1,Tri Cities Female Midget C1,Surrey Sport & Leisure Centre Arena 2 Purple,Midget,Black Group,Playoffs C Leagues,Surrey Female,
MP9814,Sunday,2016-02-21,16:00:00,17:30:00,Richmond Female Midget C2,Tri Cities Female Midget C2,Richmond Ice Centre Forum,Midget,Red Group,Playoffs C Leagues,Richmond Female,
AP9002,Sunday,2016-02-21,16:15:00,17:30:00,Surrey Female Atom C1,North Shore Female Atom C1,Surrey Sport & Leisure Centre Arena 2 Purple,Atom,Black Group,Playoffs C Leagues,Surrey Female,
AP9205,Sunday,2016-02-21,16:15:00,17:15:00,Burnaby Female Atom C1,Langley Girls Atom C1,Kensington Arena,Atom,Blue Group,Playoffs C Leagues,Burnaby,
PP9714,Sunday,2016-02-21,16:30:00,17:45:00,Tri Cities Female Peewee C2,Richmond Female Peewee C2,Planet Ice Coquitlam 3 Venus,Peewee,Red Group,Playoffs C Leagues,Tri Cities Female,
PP9511,Sunday,2016-02-21,17:30:00,18:45:00,Burnaby Female Peewee C1,Vancouver Girls Peewee C1,Kensington Arena,Peewee,Blue Group,Playoffs C Leagues,Burnaby,
AP9805,Sunday,2016-02-21,17:45:00,19:00:00,Richmond Female Atom C3,Tri Cities Female Atom C2,Richmond Ice Centre Forum,Atom,Red Group,Playoffs C Leagues,Richmond Female,
JP9005,Sunday,2016-02-21,19:45:00,21:15:00,Surrey Female Juvenile C1,Richmond Female Juvenile C1,Surrey Sport & Leisure Centre Arena 1 Blue,Juvenile,Black Group,Playoffs C Leagues,Surrey Female,
AP9206,Monday,2016-02-22,19:00:00,20:15:00,Langley Girls Atom C1,North Shore Winter Club Female Atom C1,Langley Twin Rinks 1,Atom,Blue Group,Playoffs C Leagues,Langley Girls,
JP9006,Monday,2016-02-22,19:45:00,21:00:00,Richmond Female Juvenile C1,North Shore Winter Club Female Juvenile C1,Richmond Olympic Oval South,Juvenile,Black Group,Playoffs C Leagues,Richmond Female,
MP9410,Monday,2016-02-22,19:45:00,21:15:00,South Delta Female Midget C1,North Shore Winter Club Female Midget C1,Tilbury Ice,Midget,Blue Group,Playoffs C Leagues,South Delta,
MP9806,Tuesday,2016-02-23,18:45:00,20:00:00,Tri Cities Female Midget C3,Tri Cities Female Midget C2,Planet Ice Coquitlam 1 Mars,Midget,Red Group,Playoffs C Leagues,Tri Cities Female,
MP9611,Tuesday,2016-02-23,19:45:00,21:00:00,Vancouver Girls Midget C1,North Shore Female Midget C2,Killarney Community Centre,Midget,Purple Group,Playoffs C Leagues,Vancouver Girls,
MP9210,Tuesday,2016-02-23,20:15:00,21:30:00,North Shore Female Midget C1,Tri Cities Female Midget C1,Harry Jerome Rec Centre,Midget,Black Group,Playoffs C Leagues,North Shore Female,
AP9005,Wednesday,2016-02-24,18:00:00,19:15:00,Tri Cities Female Atom C1,North Shore Female Atom C1,Planet Ice Coquitlam 4 Saturn,Atom,Black Group,Playoffs C Leagues,Tri Cities Female,
AP9604,Wednesday,2016-02-24,18:45:00,20:00:00,South Delta Female Atom C1,Meadow Ridge Female Atom C2,Tilbury Ice,Atom,Orange Group,Playoffs C Leagues,South Delta,
MP9607,Thursday,2016-02-25,18:00:00,19:15:00,Surrey Female Midget C2,Langley Girls Midget C1,Surrey Sport & Leisure Centre Arena 1 Blue,Midget,Purple Group,Playoffs C Leagues,Surrey Female,
AP9405,Thursday,2016-02-25,18:15:00,19:30:00,North Shore Female Atom C2,Richmond Female Atom C2,Harry Jerome Rec Centre,Atom,Purple Group,Playoffs C Leagues,North Shore Female,
PP9715,Thursday,2016-02-25,18:15:00,19:30:00,Meadow Ridge Female Peewee C2,Tri Cities Female Peewee C2,Planet Ice Maple Ridge 2,Peewee,Red Group,Playoffs C Leagues,Meadow Ridge Female,
MP9815,Thursday,2016-02-25,18:30:00,19:45:00,Abbotsford Female Midget C2,Richmond Female Midget C2,MSA Arena - Abbotsford,Midget,Red Group,Playoffs C Leagues,Abbotsford Female,
PP9509,Thursday,2016-02-25,19:30:00,21:00:00,Langley Girls Peewee C1,Abbotsford Female Peewee C1,Langley Sportsplex 2,Peewee,Blue Group,Playoffs C Leagues,Langley Girls,
MP9615,Thursday,2016-02-25,19:45:00,21:00:00,Vancouver Girls Midget C2,North Shore Female Midget C2,PNE Agrodome,Midget,Purple Group,Playoffs C Leagues,Vancouver Girls,
PP9312,Thursday,2016-02-25,19:45:00,21:00:00,North Shore Female Peewee C1,Meadow Ridge Female Peewee C1,Harry Jerome Rec Centre,Peewee,Black Group,Playoffs C Leagues,North Shore Female,
JP9007,Thursday,2016-02-25,21:45:00,23:00:00,Abbotsford Female Juvenile C1,Surrey Female Juvenile C1,Abbotsford Centre Ice 1 Blue,Juvenile,Black Group,Playoffs C Leagues,Abbotsford Female,
JP9009,Thursday,2016-02-25,21:45:00,23:00:00,Tri Cities Female Juvenile C1,Richmond Female Juvenile C1,Port Coquitlam Blue,Juvenile,Black Group,Playoffs C Leagues,Tri Cities Female,
AP9004,Friday,2016-02-26,18:15:00,19:30:00,Richmond Female Atom C1,Surrey Female Atom C1,Richmond Ice Centre Igloo,Atom,Black Group,Playoffs C Leagues,Richmond Female,
BP9710,Friday,2016-02-26,20:00:00,21:15:00,North Shore Female Bantam C2,Tri Cities Female Bantam C2,West Vancouver Ice Arena,Bantam,Red Group,Playoffs C Leagues,North Shore Female,
MP9817,Friday,2016-02-26,20:30:00,21:45:00,Tri Cities Female Midget C2,Tri Cities Female Midget C3,Coquitlam Recreation,Midget,Red Group,Playoffs C Leagues,Tri Cities Female,
PP9716,Saturday,2016-02-27,08:30:00,09:45:00,Vancouver Girls Peewee C2,Meadow Ridge Female Peewee C2,Killarney Community Centre,Peewee,Red Group,Playoffs C Leagues,Vancouver Girls,
AP9807,Saturday,2016-02-27,09:30:00,10:45:00,North Shore Female Atom C3,Richmond Female Atom C3,Ice Sports North Shore 1 Red,Atom,Red Group,Playoffs C Leagues,North Shore Female,
BP9711,Saturday,2016-02-27,10:00:00,11:15:00,Vancouver Girls Bantam C1,Surrey Female Bantam C1,Killarney Community Centre,Bantam,Red Group,Playoffs C Leagues,Vancouver Girls,
AP9400,Saturday,2016-02-27,11:15:00,12:30:00,North Shore Female Atom C2,Surrey Female Atom C2,Ice Sports North Shore 3 Green,Atom,Purple Group,Playoffs C Leagues,North Shore Female,
MP9616,Saturday,2016-02-27,11:30:00,12:45:00,Vancouver Girls Midget C1,Vancouver Girls Midget C2,Killarney Community Centre,Midget,Purple Group,Playoffs C Leagues,Vancouver Girls,
MP9401,Saturday,2016-02-27,13:15:00,14:30:00,Richmond Female Midget C1,North Shore Winter Club Female Midget C1,Richmond Ice Centre Pond,Midget,Blue Group,Playoffs C Leagues,Richmond Female,
BP9510,Saturday,2016-02-27,15:30:00,16:45:00,Western Washington Female Bantam C1,Langley Girls Bantam C1,Bellingham Sportsplex,Bantam,Blue Group,Playoffs C Leagues,Western Washington Female,
PP9502,Saturday,2016-02-27,16:00:00,17:30:00,Surrey Female Peewee C1,Abbotsford Female Peewee C1,Surrey Sport & Leisure Centre Arena 3 Green,Peewee,Blue Group,Playoffs C Leagues,Surrey Female,
MP9618,Saturday,2016-02-27,16:45:00,18:15:00,Langley Girls Midget C1,Surrey Female Midget C2,George Preston Recreation Centre,Midget,Purple Group,Playoffs C Leagues,Langley Girls,
BP9511,Saturday,2016-02-27,17:45:00,19:00:00,Abbotsford Female Bantam C1,Burnaby Female Bantam C1,Matsqui Recreation Centre,Bantam,Blue Group,Playoffs C Leagues,Abbotsford Female,
AP9806,Saturday,2016-02-27,19:15:00,20:30:00,Tri Cities Female Atom C2,Abbotsford Female Atom C2,Port Moody 2,Atom,Red Group,Playoffs C Leagues,Tri Cities Female,
PP9313,Sunday,2016-02-28,08:00:00,09:15:00,Richmond Female Peewee C1,Tri Cities Female Peewee C1,Richmond Ice Centre Coliseum,Peewee,Black Group,Playoffs C Leagues,Richmond Female,
AP9207,Sunday,2016-02-28,09:45:00,11:00:00,Meadow Ridge Female Atom C1,Burnaby Female Atom C1,Pitt Meadows Arena Volkswagen Blue,Atom,Blue Group,Playoffs C Leagues,Meadow Ridge Female,
BP9500,Sunday,2016-02-28,09:45:00,11:00:00,Western Washington Female Bantam C1,Abbotsford Female Bantam C1,Bellingham Sportsplex,Bantam,Blue Group,Playoffs C Leagues,Western Washington Female,
BP9703,Sunday,2016-02-28,10:30:00,11:45:00,Surrey Female Bantam C1,North Shore Female Bantam C2,Surrey Sport & Leisure Centre Arena 3 Green,Bantam,Red Group,Playoffs C Leagues,Surrey Female,
AP9808,Sunday,2016-02-28,11:00:00,12:15:00,Abbotsford Female Atom C2,North Shore Female Atom C3,MSA Arena - Abbotsford,Atom,Red Group,Playoffs C Leagues,Abbotsford Female,
AP9603,Sunday,2016-02-28,11:15:00,12:30:00,Meadow Ridge Female Atom C2,Langley Girls Atom C2,Pitt Meadows Arena Volkswagen Blue,Atom,Orange Group,Playoffs C Leagues,Meadow Ridge Female,
MP9619,Sunday,2016-02-28,11:30:00,12:45:00,North Shore Female Midget C2,Langley Girls Midget C1,Ice Sports North Shore 2 Blue,Midget,Purple Group,Playoffs C Leagues,North Shore Female,
PP9718,Sunday,2016-02-28,12:45:00,14:00:00,North Shore Female Peewee C2,Richmond Female Peewee C2,Ice Sports North Shore 3 Green,Peewee,Red Group,Playoffs C Leagues,North Shore Female,
MP9819,Sunday,2016-02-28,16:00:00,17:30:00,Richmond Female Midget C2,Western Washington Female Midget C1,Richmond Ice Centre Forum,Midget,Red Group,Playoffs C Leagues,Richmond Female,
PP9512,Sunday,2016-02-28,16:15:00,17:45:00,Langley Girls Peewee C1,Vancouver Girls Peewee C1,Langley Twin Rinks 2,Peewee,Blue Group,Playoffs C Leagues,Langley Girls,
PP9513,Sunday,2016-02-28,16:45:00,18:00:00,Abbotsford Female Peewee C1,Langley Girls Peewee C2,Abbotsford Centre Ice 1 Blue,Peewee,Blue Group,Playoffs C Leagues,Abbotsford Female,
PP9514,Sunday,2016-02-28,17:30:00,18:45:00,Burnaby Female Peewee C1,Surrey Female Peewee C1,Kensington Arena,Peewee,Blue Group,Playoffs C Leagues,Burnaby,
PP9314,Sunday,2016-02-28,18:45:00,20:00:00,South Delta Female Peewee C1,North Shore Winter Club Female Peewee C1,Tilbury Ice,Peewee,Black Group,Playoffs C Leagues,South Delta,
BP9509,Sunday,2016-02-28,19:00:00,20:30:00,Burnaby Female Bantam C1,Langley Girls Bantam C1,Kensington Arena,Bantam,Blue Group,Playoffs C Leagues,Burnaby,
BP9503,,,,,Burnaby Female Bantam C1,Western Washington Female Bantam C1,,Bantam,Blue Group,Playoffs C Leagues,Burnaby,
BP9702,,,,,Tri Cities Female Bantam C2,Surrey Female Bantam C1,,Bantam,Red Group,Playoffs C Leagues,Tri Cities Female,
BP9004,,,,,Abbotsford Female Bantam A1,Richmond Female Bantam A1,,Bantam,Flight 1,Playoffs Rep,Abbotsford Female,
BP9008,,,,,Surrey Female Bantam A1,Tri Cities Female Bantam A1,,Bantam,Flight 1,Playoffs Rep,Surrey Female,
JP9008,,,,,North Shore Winter Club Female Juvenile C1,Abbotsford Female Juvenile C1,,Juvenile,Black Group,Playoffs C Leagues,North Shore Winter Club,
MP9201,,,,,Abbotsford Female Midget C1,Tri Cities Female Midget C1,,Midget,Black Group,Playoffs C Leagues,Abbotsford Female,
MP9207,,,,,Abbotsford Female Midget C1,North Shore Female Midget C1,,Midget,Black Group,Playoffs C Leagues,Abbotsford Female,
MP9208,,,,,Tri Cities Female Midget C1,Abbotsford Female Midget C1,,Midget,Black Group,Playoffs C Leagues,Tri Cities Female,
MP9211,,,,,Abbotsford Female Midget C1,Surrey Female Midget C1,,Midget,Black Group,Playoffs C Leagues,Abbotsford Female,
MP9402,,,,,North Shore Winter Club Female Midget C1,Meadow Ridge Female Midget C1,,Midget,Blue Group,Playoffs C Leagues,North Shore Winter Club,
MP9407,,,,,Richmond Female Midget C1,South Delta Female Midget C1,,Midget,Blue Group,Playoffs C Leagues,Richmond Female,
MP9408,,,,,North Shore Winter Club Female Midget C1,Richmond Female Midget C1,,Midget,Blue Group,Playoffs C Leagues,North Shore Winter Club,
MP9409,,,,,Meadow Ridge Female Midget C1,North Shore Winter Club Female Midget C1,,Midget,Blue Group,Playoffs C Leagues,Meadow Ridge Female,
MP9411,,,,,Richmond Female Midget C1,Meadow Ridge Female Midget C1,,Midget,Blue Group,Playoffs C Leagues,Richmond Female,
PP9505,,,,,Burnaby Female Peewee C1,Langley Girls Peewee C2,,Peewee,Blue Group,Playoffs C Leagues,Burnaby,
PP9706,,,,,Vancouver Girls Peewee C2,Richmond Female Peewee C2,,Peewee,Red Group,Playoffs C Leagues,Vancouver Girls,
PP9719,,,,,Tri Cities Female Peewee C2,North Shore Female Peewee C2,,Peewee,Red Group,Playoffs C Leagues,Tri Cities Female,
