Game #,Day,Date,Start,End,Home Team,Away Team,Arena,Division,Flight,Competition,Association,Notes
PL9525,Monday,2015-12-07,19:00:00,20:15:00,Langley Girls Peewee C1,Surrey Female Peewee C1,Langley Twin Rinks 1,Peewee,Blue Group,League,Langley Girls
ML9521,Monday,2015-12-07,19:45:00,21:15:00,South Delta Female Midget C1,Langley Girls Midget C1,Tilbury Ice,Midget,Blue Group,League,South Delta
PL9322,Tuesday,2015-12-08,18:45:00,20:00:00,Tri Cities Female Peewee C1,Meadow Ridge Female Peewee C1,Planet Ice Coquitlam 1 Mars,Peewee,Black Group,League,Tri Cities Female
PL9021,Tuesday,2015-12-08,19:15:00,20:30:00,Langley Girls Peewee A1,Vancouver Girls Peewee A1,Langley Sportsplex 1,Peewee,Tier 1,League,Langley Girls
BL9321,Tuesday,2015-12-08,19:45:00,21:00:00,Tri Cities Female Bantam C1,North Shore Female Bantam C1,Port Moody 2,Bantam,Black Group,League,Tri Cities Female
PL9521,Tuesday,2015-12-08,19:45:00,21:00:00,Vancouver Girls Peewee C1,Burnaby Female Peewee C1,Killarney Community Centre,Peewee,Blue Group,League,Vancouver Girls
ML9321,Tuesday,2015-12-08,20:15:00,21:30:00,North Shore Female Midget C1,Surrey Female Midget C1,Harry Jerome Rec Centre,Midget,Black Group,League,North Shore Female
ML9021,Tuesday,2015-12-08,21:15:00,22:30:00,Vancouver Girls Midget A1,North Shore Female Midget A1,Killarney Community Centre,Midget,Tier 1,League,Vancouver Girls
BL9024,Wednesday,2015-12-09,18:00:00,19:15:00,Tri Cities Female Bantam A1,Abbotsford Female Bantam A1,Planet Ice Coquitlam 4 Saturn,Bantam,Tier 1,League,Tri Cities Female
PL9726,Wednesday,2015-12-09,18:30:00,19:45:00,Richmond Female Peewee C2,North Shore Female Peewee C2,Richmond Ice Centre Coliseum,Peewee,Red Group,League,Richmond Female
AL9220,Wednesday,2015-12-09,18:45:00,20:00:00,South Delta Female Atom C1,Meadow Ridge Female Atom C1,Tilbury Ice,Atom,Blue Group,League,South Delta
ML9022,Wednesday,2015-12-09,20:15:00,21:30:00,Abbotsford Female Midget A1,Vancouver Girls Midget A1,Matsqui Recreation Centre,Midget,Tier 1,League,Abbotsford Female
PL9022,Thursday,2015-12-10,18:00:00,19:15:00,Surrey Female Peewee A1,Langley Girls Peewee A1,Surrey Sport & Leisure Centre Arena 1 Blue,Peewee,Tier 1,League,Surrey Female
PL9323,Thursday,2015-12-10,18:15:00,19:30:00,North Shore Winter Club Female Peewee C1,Tri Cities Female Peewee C1,North Shore Winter Club,Peewee,Black Group,League,North Shore Winter Club
PL9720,Thursday,2015-12-10,18:15:00,19:30:00,Meadow Ridge Female Peewee C2,North Shore Female Peewee C2,Planet Ice Maple Ridge 2,Peewee,Red Group,League,Meadow Ridge Female
ML9721,Thursday,2015-12-10,18:30:00,19:45:00,Abbotsford Female Midget C2,Richmond Female Midget C2,MSA Arena - Abbotsford,Midget,Red Group,League,Abbotsford Female
PL9010,Thursday,2015-12-10,18:30:00,20:00:00,Richmond Female Peewee A1,Vancouver Girls Peewee A1,Richmond Ice Centre Garage,Peewee,Tier 1,League,Richmond Female
BL9021,Thursday,2015-12-10,19:30:00,20:45:00,Surrey Female Bantam A1,Vancouver Girls Bantam A1,Surrey Sport & Leisure Centre Arena 1 Blue,Bantam,Tier 1,League,Surrey Female
PL9522,Thursday,2015-12-10,19:30:00,21:00:00,Langley Girls Peewee C2,Vancouver Girls Peewee C1,Langley Sportsplex 2,Peewee,Blue Group,League,Langley Girls
ML9014,Thursday,2015-12-10,19:45:00,21:00:00,North Shore Female Midget A1,Surrey Female Midget A1,Harry Jerome Rec Centre,Midget,Tier 1,League,North Shore Female
ML9324,Thursday,2015-12-10,19:45:00,21:00:00,Meadow Ridge Female Midget C1,Richmond Female Midget C1,Planet Ice Maple Ridge 2,Midget,Black Group,League,Meadow Ridge Female
ML9523,Thursday,2015-12-10,19:45:00,21:00:00,Vancouver Girls Midget C2,North Shore Winter Club Female Midget C1,PNE Agrodome,Midget,Blue Group,League,Vancouver Girls
BL9322,Thursday,2015-12-10,20:00:00,21:15:00,South Delta Female Bantam C1,Tri Cities Female Bantam C1,Tilbury Ice,Bantam,Black Group,League,South Delta
PL9310,Friday,2015-12-11,18:15:00,19:30:00,Richmond Female Peewee C1,South Delta Female Peewee C1,Richmond Ice Centre Igloo,Peewee,Black Group,League,Richmond Female
AL9005,Friday,2015-12-11,19:15:00,20:30:00,Tri Cities Female Atom C1,North Shore Female Atom C1,Coquitlam Main,Atom,Black Group,League,Tri Cities Female
BL9022,Friday,2015-12-11,19:30:00,20:45:00,North Shore Female Bantam A1,Surrey Female Bantam A1,Ice Sports North Shore 2 Blue,Bantam,Tier 1,League,North Shore Female
BL9323,Friday,2015-12-11,19:45:00,21:15:00,Richmond Female Bantam C1,South Delta Female Bantam C1,Richmond Ice Centre Igloo,Bantam,Black Group,League,Richmond Female
BL9728,Friday,2015-12-11,20:00:00,21:15:00,North Shore Female Bantam C2,Langley Girls Bantam C1,West Vancouver Ice Arena,Bantam,Red Group,League,North Shore Female
ML9024,Friday,2015-12-11,20:30:00,22:00:00,Richmond Female Midget A1,Surrey Female Midget A1,Minoru Arena Silver Spectrum,Midget,Tier 1,League,Richmond Female
ML9723,Friday,2015-12-11,20:30:00,21:45:00,Tri Cities Female Midget C2,Tri Cities Female Midget C3,Coquitlam Recreation,Midget,Red Group,League,Tri Cities Female
ML9325,Friday,2015-12-11,20:45:00,22:00:00,Tri Cities Female Midget C1,Meadow Ridge Female Midget C1,Coquitlam Main,Midget,Black Group,League,Tri Cities Female
PL9523,Saturday,2015-12-12,08:30:00,09:45:00,Vancouver Girls Peewee C2,Langley Girls Peewee C2,Killarney Community Centre,Peewee,Blue Group,League,Vancouver Girls
AL9412,Saturday,2015-12-12,08:45:00,10:00:00,Abbotsford Female Atom C2,North Shore Female Atom C3,Abbotsford Recreation Centre,Atom,Red Group,League,Abbotsford Female
NL9016,Saturday,2015-12-12,09:00:00,10:15:00,Langley Girls Novice C1,Surrey Female Novice C2,Langley Sportsplex 1,Novice,Fraser Valley Group,League,Langley Girls
NL9513,Saturday,2015-12-12,09:15:00,10:30:00,North Shore Winter Club Female Novice C1,North Shore Female Novice C1,North Shore Winter Club,Novice,Greater Vancouver Group,League,North Shore Winter Club
NL9516,Saturday,2015-12-12,09:15:00,10:15:00,Vancouver Girls Novice C2,Richmond Female Novice C2,Burnaby Winter Club,Novice,Greater Vancouver Group,League,Vancouver Girls
AL9221,Saturday,2015-12-12,09:30:00,10:45:00,Richmond Female Atom C2,Surrey Female Atom C2,Richmond Ice Centre Coliseum,Atom,Blue Group,League,Richmond Female
ML9725,Saturday,2015-12-12,09:30:00,10:45:00,North Shore Female Midget C2,Western Washington Female Midget C1,Ice Sports North Shore 1 Red,Midget,Red Group,League,North Shore Female
BL9026,Saturday,2015-12-12,10:00:00,11:15:00,Vancouver Girls Bantam A1,Richmond Female Bantam A1,Killarney Community Centre,Bantam,Tier 1,League,Vancouver Girls
AL9008,Saturday,2015-12-12,11:00:00,12:15:00,North Shore Female Atom C1,Surrey Female Atom C1,Ice Sports North Shore 1 Red,Atom,Black Group,League,North Shore Female
AL9222,Saturday,2015-12-12,11:15:00,12:30:00,North Shore Female Atom C2,Burnaby Female Atom C1,Ice Sports North Shore 3 Green,Atom,Blue Group,League,North Shore Female
AL9413,Saturday,2015-12-12,11:15:00,12:30:00,Langley Girls Atom C2,Tri Cities Female Atom C2,Langley Sportsplex 4,Atom,Red Group,League,Langley Girls
AL9204,Saturday,2015-12-12,11:30:00,12:45:00,Abbotsford Female Atom C1,South Delta Female Atom C1,Abbotsford Recreation Centre,Atom,Blue Group,League,Abbotsford Female
ML9524,Saturday,2015-12-12,11:30:00,12:45:00,Vancouver Girls Midget C1,Vancouver Girls Midget C2,Killarney Community Centre,Midget,Blue Group,League,Vancouver Girls
PL9721,Saturday,2015-12-12,13:15:00,14:30:00,Richmond Female Peewee C2,Tri Cities Female Peewee C2,Richmond Ice Centre Pond,Peewee,Red Group,League,Richmond Female
BL9023,Saturday,2015-12-12,14:15:00,15:30:00,Abbotsford Female Bantam A1,North Shore Female Bantam A1,Abbotsford Centre Ice 1 Blue,Bantam,Tier 1,League,Abbotsford Female
BL9704,Saturday,2015-12-12,15:30:00,16:45:00,Surrey Female Bantam C1,North Shore Female Bantam C2,North Surrey Arena 2,Bantam,Red Group,League,Surrey Female
AL9223,Saturday,2015-12-12,16:45:00,18:00:00,Vancouver Girls Atom C1,North Shore Winter Club Female Atom C1,Trout Lake Community Centre,Atom,Blue Group,League,Vancouver Girls
ML9526,Saturday,2015-12-12,16:45:00,18:15:00,Langley Girls Midget C1,Surrey Female Midget C2,George Preston Recreation Centre,Midget,Blue Group,League,Langley Girls
BL9324,Saturday,2015-12-12,17:45:00,19:00:00,Abbotsford Female Bantam C1,Richmond Female Bantam C1,Matsqui Recreation Centre,Bantam,Black Group,League,Abbotsford Female
PL9024,Saturday,2015-12-12,17:45:00,19:00:00,Tri Cities Female Peewee A1,North Shore Female Peewee A1,Coquitlam Recreation,Peewee,Tier 1,League,Tri Cities Female
NL9517,Saturday,2015-12-12,18:00:00,19:00:00,Vancouver Girls Novice C3,North Shore Female Novice C2,Burnaby Winter Club,Novice,Greater Vancouver Group,League,Vancouver Girls
BL9731,Saturday,2015-12-12,19:15:00,20:30:00,Tri Cities Female Bantam C2,Vancouver Girls Bantam C1,Port Moody 2,Bantam,Red Group,League,Tri Cities Female
ML9045,Saturday,2015-12-12,21:30:00,22:45:00,Vancouver Girls Midget A1,Western Washington Female Midget A1,Sunset Arena,Midget,Tier 1,League,Vancouver Girls
PL9325,Sunday,2015-12-13,08:00:00,09:15:00,Richmond Female Peewee C1,North Shore Female Peewee C1,Richmond Ice Centre Coliseum,Peewee,Black Group,League,Richmond Female
NL9013,Sunday,2015-12-13,08:30:00,09:30:00,Meadow Ridge Female Novice C1,Tri Cities Female Novice C1,Pitt Meadows Arena Volkswagen Blue,Novice,Fraser Valley Group,League,Meadow Ridge Female
NL9506,Sunday,2015-12-13,08:45:00,10:00:00,North Shore Female Novice C2,Richmond Female Novice C1,Ice Sports North Shore 2 Blue,Novice,Greater Vancouver Group,League,North Shore Female
PL9524,Sunday,2015-12-13,09:00:00,10:15:00,Surrey Female Peewee C1,Vancouver Girls Peewee C2,Surrey Sport & Leisure Centre Arena 3 Green,Peewee,Blue Group,League,Surrey Female
ML9724,Sunday,2015-12-13,09:45:00,11:00:00,Western Washington Female Midget C1,Tri Cities Female Midget C2,Bellingham Sportsplex,Midget,Red Group,League,Western Washington Female
NL9007,Sunday,2015-12-13,09:45:00,10:45:00,Abbotsford Female Novice C1,Surrey Female Novice C1,MSA Arena - Abbotsford,Novice,Fraser Valley Group,League,Abbotsford Female
BL9732,Sunday,2015-12-13,10:30:00,11:45:00,Surrey Female Bantam C1,Western Washington Female Bantam C1,Surrey Sport & Leisure Centre Arena 3 Green,Bantam,Red Group,League,Surrey Female
AL9224,Sunday,2015-12-13,11:00:00,12:15:00,Abbotsford Female Atom C1,Langley Girls Atom C1,MSA Arena - Abbotsford,Atom,Blue Group,League,Abbotsford Female
BL9007,Sunday,2015-12-13,11:30:00,12:45:00,North Shore Female Bantam A1,Abbotsford Female Bantam A1,Ice Sports North Shore 2 Blue,Bantam,Tier 1,League,North Shore Female
BL9326,Sunday,2015-12-13,13:00:00,14:15:00,North Shore Female Bantam C1,Meadow Ridge Female Bantam C1,Ice Sports North Shore 2 Blue,Bantam,Black Group,League,North Shore Female
PL9025,Sunday,2015-12-13,13:30:00,15:00:00,Richmond Female Peewee A1,Tri Cities Female Peewee A1,Richmond Ice Centre Coliseum,Peewee,Tier 1,League,Richmond Female
BL9733,Sunday,2015-12-13,14:30:00,16:00:00,Langley Girls Bantam C1,Tri Cities Female Bantam C2,Langley Twin Rinks 2,Bantam,Red Group,League,Langley Girls
ML9326,Sunday,2015-12-13,14:30:00,16:00:00,Surrey Female Midget C1,Tri Cities Female Midget C1,Surrey Sport & Leisure Centre Arena 2 Purple,Midget,Black Group,League,Surrey Female
NL9014,Sunday,2015-12-13,15:00:00,16:15:00,Tri Cities Female Novice C2,Langley Girls Novice C1,Planet Ice Coquitlam 3 Venus,Novice,Fraser Valley Group,League,Tri Cities Female
NL9519,Sunday,2015-12-13,15:00:00,16:00:00,Burnaby Female Novice C1,Vancouver Girls Novice C1,Kensington Arena,Novice,Greater Vancouver Group,League,Burnaby
BL9025,Sunday,2015-12-13,15:15:00,16:45:00,Richmond Female Bantam A1,Tri Cities Female Bantam A1,Richmond Ice Centre Coliseum,Bantam,Tier 1,League,Richmond Female
ML9726,Sunday,2015-12-13,16:00:00,17:30:00,Richmond Female Midget C2,North Shore Female Midget C2,Richmond Ice Centre Forum,Midget,Red Group,League,Richmond Female
PL9014,Sunday,2015-12-13,16:00:00,17:15:00,Vancouver Girls Peewee A1,North Shore Female Peewee A1,Hillcrest Centre Arena,Peewee,Tier 1,League,Vancouver Girls
PL9723,Sunday,2015-12-13,16:30:00,17:45:00,Tri Cities Female Peewee C2,Meadow Ridge Female Peewee C2,Planet Ice Coquitlam 3 Venus,Peewee,Red Group,League,Tri Cities Female
PL9724,Sunday,2015-12-13,16:45:00,18:00:00,Abbotsford Female Peewee C1,Richmond Female Peewee C2,Abbotsford Centre Ice 1 Blue,Peewee,Red Group,League,Abbotsford Female
ML9026,Sunday,2015-12-13,17:15:00,18:45:00,North Shore Female Midget A1,Western Washington Female Midget A1,West Vancouver Ice Arena,Midget,Tier 1,League,North Shore Female
PL9526,Sunday,2015-12-13,17:30:00,18:45:00,Burnaby Female Peewee C1,Langley Girls Peewee C1,Kensington Arena,Peewee,Blue Group,League,Burnaby
AL9414,Sunday,2015-12-13,17:45:00,19:00:00,Richmond Female Atom C3,Meadow Ridge Female Atom C2,Richmond Ice Centre Forum,Atom,Red Group,League,Richmond Female
PL9327,Monday,2015-12-14,18:45:00,20:15:00,Meadow Ridge Female Peewee C1,North Shore Female Peewee C1,Planet Ice Maple Ridge 1 Cam Neely,Peewee,Black Group,League,Meadow Ridge Female
AL9225,Monday,2015-12-14,19:00:00,20:15:00,Langley Girls Atom C1,South Delta Female Atom C1,Langley Twin Rinks 1,Atom,Blue Group,League,Langley Girls
ML9527,Monday,2015-12-14,19:45:00,21:15:00,South Delta Female Midget C1,Vancouver Girls Midget C1,Tilbury Ice,Midget,Blue Group,League,South Delta
PL9328,Tuesday,2015-12-15,18:45:00,20:00:00,Tri Cities Female Peewee C1,Richmond Female Peewee C1,Planet Ice Coquitlam 1 Mars,Peewee,Black Group,League,Tri Cities Female
PL9027,Tuesday,2015-12-15,19:15:00,20:30:00,Langley Girls Peewee A1,Tri Cities Female Peewee A1,Langley Sportsplex 1,Peewee,Tier 1,League,Langley Girls
BL9327,Tuesday,2015-12-15,19:45:00,21:00:00,Tri Cities Female Bantam C1,Abbotsford Female Bantam C1,Port Moody 2,Bantam,Black Group,League,Tri Cities Female
PL9527,Tuesday,2015-12-15,19:45:00,21:00:00,Vancouver Girls Peewee C1,Surrey Female Peewee C1,Killarney Community Centre,Peewee,Blue Group,League,Vancouver Girls
ML9327,Tuesday,2015-12-15,20:15:00,21:30:00,North Shore Female Midget C1,Meadow Ridge Female Midget C1,Harry Jerome Rec Centre,Midget,Black Group,League,North Shore Female
ML9027,Tuesday,2015-12-15,21:15:00,22:30:00,Vancouver Girls Midget A1,Richmond Female Midget A1,Killarney Community Centre,Midget,Tier 1,League,Vancouver Girls
AL9000,Wednesday,2015-12-16,18:00:00,19:15:00,Tri Cities Female Atom C1,Surrey Female Atom C1,Planet Ice Coquitlam 4 Saturn,Atom,Black Group,League,Tri Cities Female
ML9012,Wednesday,2015-12-16,18:30:00,19:45:00,Richmond Female Midget A1,Vancouver Girls Midget A1,Richmond Ice Centre Coliseum,Midget,Tier 1,League,Richmond Female
ML9500,Wednesday,2015-12-16,18:45:00,20:00:00,South Delta Female Midget C1,Vancouver Girls Midget C2,Tilbury Ice,Midget,Blue Group,League,South Delta
PL9714,Wednesday,2015-12-16,20:15:00,21:30:00,Abbotsford Female Peewee C1,North Shore Female Peewee C2,Matsqui Recreation Centre,Peewee,Red Group,League,Abbotsford Female
PL9028,Thursday,2015-12-17,18:00:00,19:15:00,Surrey Female Peewee A1,Richmond Female Peewee A1,Surrey Sport & Leisure Centre Arena 1 Blue,Peewee,Tier 1,League,Surrey Female
AL9011,Thursday,2015-12-17,18:15:00,19:30:00,North Shore Female Atom C1,Tri Cities Female Atom C1,Harry Jerome Rec Centre,Atom,Black Group,League,North Shore Female
PL9329,Thursday,2015-12-17,18:15:00,19:30:00,North Shore Winter Club Female Peewee C1,South Delta Female Peewee C1,North Shore Winter Club,Peewee,Black Group,League,North Shore Winter Club
PL9725,Thursday,2015-12-17,18:15:00,19:30:00,Meadow Ridge Female Peewee C2,Richmond Female Peewee C2,Planet Ice Maple Ridge 2,Peewee,Red Group,League,Meadow Ridge Female
ML9329,Thursday,2015-12-17,18:30:00,20:00:00,Richmond Female Midget C1,Surrey Female Midget C1,Richmond Ice Centre Garage,Midget,Black Group,League,Richmond Female
BL9027,Thursday,2015-12-17,19:30:00,20:45:00,Surrey Female Bantam A1,Tri Cities Female Bantam A1,Surrey Sport & Leisure Centre Arena 1 Blue,Bantam,Tier 1,League,Surrey Female
PL9528,Thursday,2015-12-17,19:30:00,21:00:00,Langley Girls Peewee C2,Langley Girls Peewee C1,Langley Sportsplex 2,Peewee,Blue Group,League,Langley Girls
ML9309,Thursday,2015-12-17,19:45:00,21:00:00,Meadow Ridge Female Midget C1,Tri Cities Female Midget C1,Planet Ice Maple Ridge 2,Midget,Black Group,League,Meadow Ridge Female
ML9528,Thursday,2015-12-17,19:45:00,21:00:00,North Shore Winter Club Female Midget C1,Surrey Female Midget C2,North Shore Winter Club,Midget,Blue Group,League,North Shore Winter Club
ML9529,Thursday,2015-12-17,19:45:00,21:00:00,Vancouver Girls Midget C2,Langley Girls Midget C1,PNE Agrodome,Midget,Blue Group,League,Vancouver Girls
PL9722,Thursday,2015-12-17,19:45:00,21:00:00,North Shore Female Peewee C2,Abbotsford Female Peewee C1,Harry Jerome Rec Centre,Peewee,Red Group,League,North Shore Female
BL9328,Thursday,2015-12-17,20:00:00,21:15:00,South Delta Female Bantam C1,Meadow Ridge Female Bantam C1,Tilbury Ice,Bantam,Black Group,League,South Delta
NL9515,Friday,2015-12-18,18:15:00,19:30:00,Richmond Female Novice C2,Burnaby Female Novice C1,Richmond Ice Centre Igloo,Novice,Greater Vancouver Group,League,Richmond Female
BL9028,Friday,2015-12-18,19:30:00,20:45:00,North Shore Female Bantam A1,Richmond Female Bantam A1,Ice Sports North Shore 2 Blue,Bantam,Tier 1,League,North Shore Female
BL9329,Friday,2015-12-18,19:45:00,21:15:00,Richmond Female Bantam C1,North Shore Female Bantam C1,Richmond Ice Centre Igloo,Bantam,Black Group,League,Richmond Female
ML9029,Friday,2015-12-18,19:45:00,21:15:00,Surrey Female Midget A1,North Shore Female Midget A1,Surrey Sport & Leisure Centre Arena 3 Green,Midget,Tier 1,League,Surrey Female
BL9735,Friday,2015-12-18,20:00:00,21:15:00,North Shore Female Bantam C2,Burnaby Female Bantam C1,West Vancouver Ice Arena,Bantam,Red Group,League,North Shore Female
ML9728,Friday,2015-12-18,20:15:00,21:30:00,Tri Cities Female Midget C3,North Shore Female Midget C2,Port Coquitlam Green,Midget,Red Group,League,Tri Cities Female
ML9729,Friday,2015-12-18,20:30:00,21:45:00,Tri Cities Female Midget C2,Richmond Female Midget C2,Coquitlam Recreation,Midget,Red Group,League,Tri Cities Female
NL9019,Saturday,2015-12-19,08:30:00,09:30:00,Surrey Female Novice C2,Abbotsford Female Novice C1,Excellent Ice 2 Blue,Novice,Fraser Valley Group,League,Surrey Female
PL9529,Saturday,2015-12-19,08:30:00,09:45:00,Vancouver Girls Peewee C2,Burnaby Female Peewee C1,Killarney Community Centre,Peewee,Blue Group,League,Vancouver Girls
AL9226,Saturday,2015-12-19,09:15:00,10:30:00,North Shore Winter Club Female Atom C1,Abbotsford Female Atom C1,North Shore Winter Club,Atom,Blue Group,League,North Shore Winter Club
NL9521,Saturday,2015-12-19,11:00:00,12:00:00,North Shore Winter Club Female Novice C1,Burnaby Female Novice C1,North Shore Winter Club,Novice,Greater Vancouver Group,League,North Shore Winter Club
PL9029,Saturday,2015-12-19,11:00:00,12:15:00,North Shore Female Peewee A1,Vancouver Girls Peewee A1,Ice Sports North Shore 1 Red,Peewee,Tier 1,League,North Shore Female
AL9227,Saturday,2015-12-19,11:15:00,12:30:00,North Shore Female Atom C2,Vancouver Girls Atom C1,Ice Sports North Shore 3 Green,Atom,Blue Group,League,North Shore Female
AL9416,Saturday,2015-12-19,11:15:00,12:30:00,Langley Girls Atom C2,North Shore Female Atom C3,Langley Sportsplex 4,Atom,Red Group,League,Langley Girls
BL9029,Saturday,2015-12-19,14:15:00,15:30:00,Abbotsford Female Bantam A1,Vancouver Girls Bantam A1,Abbotsford Centre Ice 1 Blue,Bantam,Tier 1,League,Abbotsford Female
BL9737,Saturday,2015-12-19,15:30:00,16:45:00,Western Washington Female Bantam C1,Vancouver Girls Bantam C1,Bellingham Sportsplex,Bantam,Red Group,League,Western Washington Female
ML9525,Saturday,2015-12-19,15:30:00,16:45:00,Surrey Female Midget C2,Vancouver Girls Midget C1,North Surrey Arena 2,Midget,Blue Group,League,Surrey Female
ML9314,Saturday,2015-12-19,16:00:00,17:30:00,Surrey Female Midget C1,Richmond Female Midget C1,Surrey Sport & Leisure Centre Arena 3 Green,Midget,Black Group,League,Surrey Female
BL9719,Saturday,2015-12-19,16:45:00,18:15:00,Langley Girls Bantam C1,Burnaby Female Bantam C1,George Preston Recreation Centre,Bantam,Red Group,League,Langley Girls
NL9520,Saturday,2015-12-19,16:45:00,18:00:00,Vancouver Girls Novice C1,Vancouver Girls Novice C2,Trout Lake Community Centre,Novice,Greater Vancouver Group,League,Vancouver Girls
ML9040,Saturday,2015-12-19,17:00:00,18:30:00,Western Washington Female Midget A1,North Shore Female Midget A1,Bellingham Sportsplex,Midget,Tier 1,League,Western Washington Female
BL9009,Saturday,2015-12-19,17:45:00,19:00:00,Tri Cities Female Bantam A1,Richmond Female Bantam A1,Coquitlam Recreation,Bantam,Tier 1,League,Tri Cities Female
BL9717,Saturday,2015-12-19,19:15:00,20:30:00,Tri Cities Female Bantam C2,Surrey Female Bantam C1,Port Moody 2,Bantam,Red Group,League,Tri Cities Female
ML9707,Saturday,2015-12-19,19:15:00,20:30:00,Tri Cities Female Midget C3,Tri Cities Female Midget C2,Coquitlam Main,Midget,Red Group,League,Tri Cities Female
NL9522,Sunday,2015-12-20,08:45:00,10:00:00,North Shore Female Novice C1,Richmond Female Novice C1,Ice Sports North Shore 2 Blue,Novice,Greater Vancouver Group,League,North Shore Female
BL9000,Sunday,2015-12-20,09:00:00,10:15:00,Surrey Female Bantam A1,Abbotsford Female Bantam A1,Surrey Sport & Leisure Centre Arena 3 Green,Bantam,Tier 1,League,Surrey Female
AL9228,Sunday,2015-12-20,09:45:00,11:00:00,Meadow Ridge Female Atom C1,Richmond Female Atom C2,Pitt Meadows Arena Volkswagen Blue,Atom,Blue Group,League,Meadow Ridge Female
BL9730,Sunday,2015-12-20,09:45:00,11:00:00,Western Washington Female Bantam C1,North Shore Female Bantam C2,Bellingham Sportsplex,Bantam,Red Group,League,Western Washington Female
BL9739,Sunday,2015-12-20,10:30:00,11:45:00,Surrey Female Bantam C1,Tri Cities Female Bantam C2,Surrey Sport & Leisure Centre Arena 3 Green,Bantam,Red Group,League,Surrey Female
BL9325,Sunday,2015-12-20,11:15:00,12:30:00,Meadow Ridge Female Bantam C1,Abbotsford Female Bantam C1,Pitt Meadows Arena Volkswagen Blue,Bantam,Black Group,League,Meadow Ridge Female
ML9020,Sunday,2015-12-20,11:30:00,12:45:00,North Shore Female Midget A1,Richmond Female Midget A1,Ice Sports North Shore 2 Blue,Midget,Tier 1,League,North Shore Female
ML9015,Sunday,2015-12-20,12:45:00,14:00:00,Vancouver Girls Midget A1,Western Washington Female Midget A1,Richmond Olympic Oval North,Midget,Tier 1,League,Vancouver Girls
PL9727,Sunday,2015-12-20,12:45:00,14:00:00,North Shore Female Peewee C2,Tri Cities Female Peewee C2,Ice Sports North Shore 3 Green,Peewee,Red Group,League,North Shore Female
ML9023,Sunday,2015-12-20,14:30:00,16:00:00,Surrey Female Midget A1,Abbotsford Female Midget A1,Surrey Sport & Leisure Centre Arena 2 Purple,Midget,Tier 1,League,Surrey Female
NL9018,Sunday,2015-12-20,15:00:00,16:15:00,Tri Cities Female Novice C1,Surrey Female Novice C1,Planet Ice Coquitlam 3 Venus,Novice,Fraser Valley Group,League,Tri Cities Female
PL9026,Sunday,2015-12-20,16:00:00,17:15:00,Vancouver Girls Peewee A1,Richmond Female Peewee A1,Hillcrest Centre Arena,Peewee,Tier 1,League,Vancouver Girls
AL9010,Sunday,2015-12-20,16:15:00,17:30:00,Surrey Female Atom C1,Richmond Female Atom C1,Surrey Sport & Leisure Centre Arena 2 Purple,Atom,Black Group,League,Surrey Female
AL9229,Sunday,2015-12-20,16:15:00,17:15:00,Burnaby Female Atom C1,Surrey Female Atom C2,Kensington Arena,Atom,Blue Group,League,Burnaby
AL9409,Sunday,2015-12-20,16:30:00,17:45:00,Tri Cities Female Atom C2,Abbotsford Female Atom C2,Planet Ice Coquitlam 3 Venus,Atom,Red Group,League,Tri Cities Female
PL9023,Sunday,2015-12-20,17:15:00,18:45:00,North Shore Female Peewee A1,Surrey Female Peewee A1,West Vancouver Ice Arena,Peewee,Tier 1,League,North Shore Female
BL9741,Sunday,2015-12-20,19:00:00,20:30:00,Burnaby Female Bantam C1,Langley Girls Bantam C1,Kensington Arena,Bantam,Red Group,League,Burnaby
PL9030,Tuesday,2016-01-05,19:15:00,20:30:00,Langley Girls Peewee A1,North Shore Female Peewee A1,Langley Sportsplex 1,Peewee,Tier 1,League,Langley Girls
ML9030,Tuesday,2016-01-05,21:15:00,22:30:00,Vancouver Girls Midget A1,Surrey Female Midget A1,Killarney Community Centre,Midget,Tier 1,League,Vancouver Girls
ML9031,Wednesday,2016-01-06,20:15:00,21:30:00,Abbotsford Female Midget A1,Richmond Female Midget A1,Matsqui Recreation Centre,Midget,Tier 1,League,Abbotsford Female
PL9031,Thursday,2016-01-07,18:00:00,19:15:00,Surrey Female Peewee A1,Tri Cities Female Peewee A1,Surrey Sport & Leisure Centre Arena 1 Blue,Peewee,Tier 1,League,Surrey Female
BL9030,Thursday,2016-01-07,19:30:00,20:45:00,Surrey Female Bantam A1,Abbotsford Female Bantam A1,Surrey Sport & Leisure Centre Arena 1 Blue,Bantam,Tier 1,League,Surrey Female
BL9031,Friday,2016-01-08,19:30:00,20:45:00,North Shore Female Bantam A1,Tri Cities Female Bantam A1,Ice Sports North Shore 2 Blue,Bantam,Tier 1,League,North Shore Female
ML9032,Friday,2016-01-08,19:45:00,21:15:00,Surrey Female Midget A1,Western Washington Female Midget A1,Surrey Sport & Leisure Centre Arena 3 Green,Midget,Tier 1,League,Surrey Female
PL9032,Saturday,2016-01-09,11:00:00,12:15:00,North Shore Female Peewee A1,Richmond Female Peewee A1,Ice Sports North Shore 1 Red,Peewee,Tier 1,League,North Shore Female
BL9032,Saturday,2016-01-09,14:15:00,15:30:00,Abbotsford Female Bantam A1,Richmond Female Bantam A1,Abbotsford Centre Ice 1 Blue,Bantam,Tier 1,League,Abbotsford Female
ML9034,Saturday,2016-01-09,17:00:00,18:30:00,Western Washington Female Midget A1,Vancouver Girls Midget A1,Bellingham Sportsplex,Midget,Tier 1,League,Western Washington Female
